# curie_map:
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   WBbt: http://purl.obolibrary.org/obo/WBbt_
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/1ece04ad-5e25-4979-9f70-2d64003ea84a
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000001	organism	skos:exactMatch	WBbt:0007833	organism	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000468
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000004	head	skos:exactMatch	WBbt:0005739	head	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	uberon:0000033
FBbt:00000124	epithelial cell	skos:exactMatch	WBbt:0003672	epithelial cell	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	cl:0000066
FBbt:00000124	epithelial cell	skos:exactMatch	WBbt:0003672	epithelial cell	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	cl:0000066
FBbt:00000124	epithelial cell	skos:exactMatch	WBbt:0003672	epithelial cell	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	cl:0000066
FBbt:00000124	epithelial cell	skos:exactMatch	WBbt:0003672	epithelial cell	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref	oio:hasDbXref-INVERSE	cl:0000066
FBbt:00000124	epithelial cell	skos:exactMatch	WBbt:0003672	epithelial cell	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	cl:0000066
FBbt:00000124	epithelial cell	skos:exactMatch	WBbt:0003672	epithelial cell	semapv:LexicalMatching	oaklib	0.9411764705882353	oio:hasDbXref-INVERSE	oio:hasDbXref-INVERSE	cl:0000066
