# curie_map:
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/1bf82ab6-822d-4485-8139-e3b1d06b31fa
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
FBbt:00000001	organism	skos:closeMatch	NCIT:C13413	Whole Organism	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	whole organism
FBbt:00000001	organism	skos:closeMatch	NCIT:C13413	Whole Organism	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	whole organism
FBbt:00000001	organism	skos:closeMatch	NCIT:C14202	Drosophila	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	drosophila
FBbt:00000001	organism	skos:closeMatch	NCIT:C14202	Drosophila	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	drosophila
FBbt:00000001	organism	skos:closeMatch	NCIT:C14250	Organism	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	organism
FBbt:00000001	organism	skos:closeMatch	NCIT:C14250	Organism	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	organism
FBbt:00000001	organism	skos:closeMatch	NCIT:C14250	Organism	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	organism
FBbt:00000003	segment	skos:closeMatch	NCIT:C45312	Segment	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	segment
FBbt:00000003	segment	skos:closeMatch	NCIT:C45312	Segment	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	segment
FBbt:00000003	segment	skos:closeMatch	NCIT:C45312	Segment	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	segment
FBbt:00000004	head	skos:closeMatch	NCIT:C12418	Head and Neck	semapv:LexicalMatching	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	uberon:0000033
FBbt:00000004	head	skos:closeMatch	NCIT:C12419	Head	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	head
FBbt:00000004	head	skos:closeMatch	NCIT:C12419	Head	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	head
FBbt:00000004	head	skos:closeMatch	NCIT:C12419	Head	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	head
FBbt:00000004	head	skos:closeMatch	NCIT:C49980	Head Device	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	head
FBbt:00000015	thorax	skos:closeMatch	NCIT:C12799	Thorax	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	thorax
FBbt:00000015	thorax	skos:closeMatch	NCIT:C12799	Thorax	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	thorax
FBbt:00000015	thorax	skos:closeMatch	NCIT:C12799	Thorax	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	thorax
FBbt:00000017	prothoracic segment	skos:closeMatch	NCIT:C106009	IL1RL1 wt Allele	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t1
FBbt:00000017	prothoracic segment	skos:closeMatch	NCIT:C140263	Intracompartmental Tumor	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t1
FBbt:00000017	prothoracic segment	skos:closeMatch	NCIT:C37299	ADP/ATP Translocase 1	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t1
FBbt:00000017	prothoracic segment	skos:closeMatch	NCIT:C48720	T1 Stage Finding	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t1
FBbt:00000017	prothoracic segment	skos:closeMatch	NCIT:C52293	SLC25A4 wt Allele	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t1
FBbt:00000017	prothoracic segment	skos:closeMatch	NCIT:C73122	CD5 wt Allele	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t1
FBbt:00000017	prothoracic segment	skos:closeMatch	NCIT:C80363	Longitudinal Relaxation Time	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t1
FBbt:00000018	mesothoracic segment	skos:closeMatch	NCIT:C140265	Extracompartmental Tumor	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t2
FBbt:00000018	mesothoracic segment	skos:closeMatch	NCIT:C37301	ADP/ATP Translocase 2	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t2
FBbt:00000018	mesothoracic segment	skos:closeMatch	NCIT:C48724	T2 Stage Finding	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t2
FBbt:00000018	mesothoracic segment	skos:closeMatch	NCIT:C52295	SLC25A5 wt Allele	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t2
FBbt:00000018	mesothoracic segment	skos:closeMatch	NCIT:C80364	Transverse Spin Relaxation Time	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t2
FBbt:00000019	metathoracic segment	skos:closeMatch	NCIT:C2303	Triiodothyronine	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t3
FBbt:00000019	metathoracic segment	skos:closeMatch	NCIT:C37301	ADP/ATP Translocase 2	semapv:LexicalMatching	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	t3
