http://purl.obolibrary.org/obo/ZFA_0000282	http://purl.obolibrary.org/obo/FBbt_00007692	0.68
http://purl.obolibrary.org/obo/ZFA_0001109	http://purl.obolibrary.org/obo/FBbt_00004886	0.62
http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/CARO_0001010	0.55
http://purl.obolibrary.org/obo/ZFA_0000041	http://purl.obolibrary.org/obo/FBbt_00000126	0.67
http://purl.obolibrary.org/obo/ZFA_0009301	http://purl.obolibrary.org/obo/FBbt_00005131	0.54
http://purl.obolibrary.org/obo/ZFA_0009038	http://purl.obolibrary.org/obo/CL_0000075	0.6
http://purl.obolibrary.org/obo/ZFA_0000017	http://purl.obolibrary.org/obo/FBbt_00000125	0.62
http://purl.obolibrary.org/obo/ZFA_0000068	http://purl.obolibrary.org/obo/FBbt_00001135	0.57
http://purl.obolibrary.org/obo/ZFA_0009080	http://purl.obolibrary.org/obo/CL_0000133	0.6
http://purl.obolibrary.org/obo/ZFA_0000012	http://purl.obolibrary.org/obo/FBbt_00005094	0.61
http://purl.obolibrary.org/obo/ZFA_0001486	http://purl.obolibrary.org/obo/FBbt_00007005	0.6
http://purl.obolibrary.org/obo/ZFA_0009301	http://purl.obolibrary.org/obo/CL_0000700	0.64
http://purl.obolibrary.org/obo/ZFA_0000303	http://purl.obolibrary.org/obo/FBbt_00007011	0.67
http://purl.obolibrary.org/obo/ZFA_0009190	http://purl.obolibrary.org/obo/CL_0000393	0.54
http://purl.obolibrary.org/obo/ZFA_0001120	http://purl.obolibrary.org/obo/FBbt_00001061	0.61
http://purl.obolibrary.org/obo/ZFA_0009244	http://purl.obolibrary.org/obo/FBbt_00052518	0.54
http://purl.obolibrary.org/obo/ZFA_0009316	http://purl.obolibrary.org/obo/FBbt_00007319	0.57
http://purl.obolibrary.org/obo/ZFA_0009276	http://purl.obolibrary.org/obo/FBbt_00007228	0.54
http://purl.obolibrary.org/obo/ZFA_0000190	http://purl.obolibrary.org/obo/FBbt_00100393	0.58
http://purl.obolibrary.org/obo/ZFA_0005386	http://purl.obolibrary.org/obo/FBbt_00004478	0.71
http://purl.obolibrary.org/obo/ZFA_0000329	http://purl.obolibrary.org/obo/FBbt_00000038	0.6
http://purl.obolibrary.org/obo/ZFA_0000107	http://purl.obolibrary.org/obo/FBbt_00004508	0.6
http://purl.obolibrary.org/obo/ZFA_0009186	http://purl.obolibrary.org/obo/FBbt_00005130	0.66
http://purl.obolibrary.org/obo/ZFA_0000152	http://purl.obolibrary.org/obo/FBbt_00004200	0.62
http://purl.obolibrary.org/obo/ZFA_0009127	http://purl.obolibrary.org/obo/FBbt_00004211	0.62
http://purl.obolibrary.org/obo/ZFA_0009053	http://purl.obolibrary.org/obo/CL_0000101	0.58
http://purl.obolibrary.org/obo/ZFA_0009276	http://purl.obolibrary.org/obo/CL_0000617	0.53
http://purl.obolibrary.org/obo/ZFA_0001101	http://purl.obolibrary.org/obo/FBbt_00007690	0.66
http://purl.obolibrary.org/obo/ZFA_0009383	http://purl.obolibrary.org/obo/CL_0002076	0.55
http://purl.obolibrary.org/obo/ZFA_0000038	http://purl.obolibrary.org/obo/FBbt_00085378	0.57
http://purl.obolibrary.org/obo/ZFA_0009066	http://purl.obolibrary.org/obo/FBbt_00005128	0.65
http://purl.obolibrary.org/obo/ZFA_0009384	http://purl.obolibrary.org/obo/CL_0000710	0.55
http://purl.obolibrary.org/obo/ZFA_0005772	http://purl.obolibrary.org/obo/FBbt_00005288	0.57
http://purl.obolibrary.org/obo/ZFA_0000142	http://purl.obolibrary.org/obo/FBbt_00005098	0.61
http://purl.obolibrary.org/obo/ZFA_0009051	http://purl.obolibrary.org/obo/FBbt_00005125	0.54
http://purl.obolibrary.org/obo/ZFA_0005268	http://purl.obolibrary.org/obo/FBbt_00058840	0.55
http://purl.obolibrary.org/obo/ZFA_0009034	http://purl.obolibrary.org/obo/CL_0000066	0.69
http://purl.obolibrary.org/obo/ZFA_0000204	http://purl.obolibrary.org/obo/FBbt_00005381	0.59
http://purl.obolibrary.org/obo/ZFA_0009213	http://purl.obolibrary.org/obo/CL_0000458	0.53
